Date,Time,UpTime,Fix,Satellites,Latitude,Longitude,Elevation,Yaw,Pitch,Roll,GyroX,GyroY,GyroZ,AccelX,AccelY,AccelZ,MagX,MagY,MagZ
00/00/2000,0:00:00,0:00:00,0,0,, ,,4.73,5.56,14.19,0,-0.05,0,-0.19,0.83,9.9,-25.74,32.26,-124.6
00/00/2000,0:00:00,0:00:01,0,0,, ,,5.47,6.45,16.2,0,-0.04,0,-0.23,0.81,9.89,-26.54,32.51,-124.04
00/00/2000,0:00:00,0:00:01,0,0,, ,,6.06,7.09,17.76,0,-0.05,0,-0.18,0.82,9.86,-25.87,32.23,-124.66
00/00/2000,0:00:00,0:00:01,0,0,, ,,6.66,7.76,19.48,0.03,-0.04,-0.01,-0.24,1.04,9.76,-25.43,32.75,-124.26
00/00/2000,0:00:00,0:00:01,0,0,, ,,7.28,8.31,20.88,0,-0.05,0,-0.2,0.82,9.94,-25.46,32.68,-125.42
00/00/2000,0:00:00,0:00:01,0,0,, ,,7.94,8.87,22.31,0,-0.05,0,-0.22,0.81,9.93,-25.71,32.94,-124.71
00/00/2000,0:00:00,0:00:01,0,0,, ,,8.63,9.41,23.72,0,-0.05,0,-0.22,0.8,9.92,-26.05,32.48,-125.67
00/00/2000,0:00:00,0:00:02,0,0,, ,,9.81,10.26,25.99,0,-0.05,0,-0.22,0.81,9.93,-25.87,32.39,-124.79
00/00/2000,0:00:00,0:00:02,0,0,, ,,10.66,10.78,27.46,0,-0.04,0,-0.19,0.82,9.95,-25.84,32.53,-125.45
00/00/2000,0:00:00,0:00:02,0,0,, ,,11.54,11.29,28.89,0,-0.04,0,-0.24,0.81,9.9,-25.91,32.52,-125.43
00/00/2000,0:00:00,0:00:02,0,0,, ,,12.43,11.77,30.29,0,-0.04,0,-0.23,0.8,9.89,-26.05,33.09,-125.05
00/00/2000,0:00:00,0:00:02,0,0,, ,,13.39,12.2,31.7,0,-0.04,0,-0.23,0.81,9.92,-26.32,32.26,-125.2
00/00/2000,0:00:00,0:00:02,0,0,, ,,14.36,12.58,33.08,0,-0.05,0,-0.21,0.82,9.94,-25.59,32.42,-125.27
00/00/2000,0:00:00,0:00:03,0,0,, ,,15.97,13.13,35.25,0,-0.04,0,-0.21,0.82,9.94,-25.39,32.2,-125.01
00/00/2000,0:00:00,0:00:03,0,0,, ,,17.09,13.41,36.64,0,-0.05,0,-0.2,0.83,9.96,-25.37,32.1,-124.86
00/00/2000,0:00:00,0:00:03,0,0,, ,,18.23,13.66,37.95,0,-0.04,0,-0.23,0.81,9.91,-25.84,32.49,-125.04
00/00/2000,0:00:00,0:00:03,0,0,, ,,19.42,13.84,39.24,0,-0.04,0,-0.22,0.81,9.91,-25.45,32.07,-125.84
00/00/2000,0:00:00,0:00:03,0,0,, ,,20.62,13.98,40.48,0,-0.04,0,-0.22,0.82,9.93,-25.49,32.17,-125.29
00/00/2000,0:00:00,0:00:03,0,0,, ,,21.88,14.04,41.69,0,-0.04,0,-0.2,0.82,9.94,-25.29,32.48,-125.08
00/00/2000,0:00:00,0:00:04,0,0,, ,,23.91,14.03,43.54,0,-0.05,0,-0.21,0.82,9.96,-25.81,32.01,-125.5
00/00/2000,0:00:00,0:00:04,0,0,, ,,25.29,13.94,44.64,0,-0.04,0,-0.23,0.8,9.93,-25.48,32.64,-125.93
00/00/2000,0:00:00,0:00:04,0,0,, ,,26.7,13.79,45.67,0,-0.04,0,-0.24,0.8,9.92,-25.84,32.23,-125.91
00/00/2000,0:00:00,0:00:04,0,0,, ,,28.09,13.57,46.61,0,-0.04,0,-0.23,0.81,9.91,-25.9,32.27,-126.15
00/00/2000,0:00:00,0:00:04,0,0,, ,,29.51,13.28,47.5,0,-0.04,0,-0.22,0.81,9.91,-25.75,32.21,-125.05
00/00/2000,0:00:00,0:00:04,0,0,, ,,30.92,12.89,48.32,0.01,-0.04,0,-0.2,0.83,9.9,-25.96,32.56,-125.62
00/00/2000,0:00:00,0:00:05,0,0,, ,,33.13,12.16,49.3,-0.01,-0.05,0,-0.1,0.64,9.89,-23.49,28.85,-126.21
00/00/2000,0:00:00,0:00:05,0,0,, ,,34.65,11.98,50.22,0.01,-0.04,0,-0.33,0.81,9.91,-19.41,22.33,-123.18
00/00/2000,0:00:00,0:00:05,0,0,, ,,36.1,11.66,51.01,0,-0.04,0,-0.24,0.79,9.93,-18.56,19.79,-121.44
00/00/2000,0:00:00,0:00:05,0,0,, ,,37.55,11.23,51.7,0,-0.05,0,-0.2,0.78,9.91,-18.59,18.88,-120.67
00/00/2000,0:00:00,0:00:05,0,0,, ,,39.03,10.78,52.37,0.01,-0.04,0,-0.25,0.86,9.93,-18.43,18.68,-121
00/00/2000,0:00:00,0:00:05,0,0,, ,,40.39,10.08,52.98,0.02,-0.05,0,-0.1,0.9,9.89,-18.55,18.69,-120.83
00/00/2000,0:00:00,0:00:06,0,0,, ,,42.6,8.9,53.08,0,-0.04,0,-0.26,0.89,9.96,-21.66,26.45,-124.86
00/00/2000,0:00:00,0:00:06,0,0,, ,,43.92,8.09,52.88,0,-0.04,0,-0.22,0.8,9.96,-24.19,29.92,-125.26
00/00/2000,0:00:00,0:00:06,0,0,, ,,45.1,7.34,52.42,-0.01,-0.05,0,-0.24,0.76,9.94,-25.42,31.92,-124.89
00/00/2000,0:00:00,0:00:06,0,0,, ,,46.3,6.76,52.24,0,-0.04,0,-0.2,0.8,9.92,-25.36,32.15,-123.95
00/00/2000,0:00:00,0:00:06,0,0,, ,,47.45,6.25,52.11,0.01,-0.04,0,-0.21,0.8,9.98,-25.49,32.51,-125.34
00/00/2000,0:00:00,0:00:06,0,0,, ,,48.58,5.96,52.04,0.02,-0.03,0,-0.26,0.75,9.96,-25.81,32.24,-124.85
00/00/2000,0:00:00,0:00:07,0,0,, ,,50.11,5.25,51.63,0,-0.05,0,-0.22,0.79,9.96,-26.28,32.45,-124.92
00/00/2000,0:00:00,0:00:07,0,0,, ,,50.96,4.96,51.41,0,-0.05,0,-0.21,0.77,9.94,-25.94,32.7,-124.45
00/00/2000,0:00:00,0:00:07,0,0,, ,,51.7,4.73,51.32,0,-0.04,0,-0.22,0.85,9.95,-25.91,32.61,-124.88
00/00/2000,0:00:00,0:00:07,0,0,, ,,52.38,4.55,51.24,0,-0.04,0,-0.21,0.82,9.96,-25.86,32.02,-124.79
00/00/2000,0:00:00,0:00:07,0,0,, ,,52.96,4.32,51.11,0,-0.05,0,-0.18,0.82,9.96,-25.74,32.67,-124.99
00/00/2000,0:00:00,0:00:07,0,0,, ,,53.48,4.26,50.96,0,-0.04,0,-0.24,0.79,9.92,-25.36,32.52,-124.39
00/00/2000,0:00:00,0:00:08,0,0,, ,,54.17,4.13,50.8,0,-0.04,0,-0.22,0.8,9.92,-25.75,32.33,-125.1
00/00/2000,0:00:00,0:00:08,0,0,, ,,54.52,4.04,50.72,0,-0.04,0,-0.21,0.82,9.93,-25.68,32.4,-125.11
00/00/2000,0:00:00,0:00:08,0,0,, ,,54.8,3.97,50.67,0,-0.05,0,-0.21,0.83,9.94,-25.62,32.3,-125.64
00/00/2000,0:00:00,0:00:08,0,0,, ,,55.03,3.9,50.6,0,-0.05,0,-0.2,0.82,9.97,-26.12,32.36,-125.58
00/00/2000,0:00:00,0:00:08,0,0,, ,,55.24,3.85,50.52,0,-0.04,0,-0.21,0.81,9.94,-25.96,32.49,-124.77
00/00/2000,0:00:00,0:00:08,0,0,, ,,55.4,3.89,50.48,0,-0.04,0,-0.22,0.8,9.92,-25.36,31.91,-124.85
00/00/2000,0:00:00,0:00:09,0,0,, ,,55.6,3.84,50.42,0,-0.05,0,-0.2,0.81,9.95,-25.08,32.27,-125.67
00/00/2000,0:00:00,0:00:09,0,0,, ,,55.71,3.73,50.34,0,-0.05,0,-0.19,0.83,9.97,-25.33,32.96,-124.98
00/00/2000,0:00:00,0:00:09,0,0,, ,,55.79,3.72,50.34,0,-0.05,0,-0.19,0.82,9.97,-25.61,32.39,-125.27
00/00/2000,0:00:00,0:00:09,0,0,, ,,55.87,3.74,50.36,0,-0.05,0,-0.21,0.82,9.97,-25.56,32.23,-126.05
00/00/2000,0:00:00,0:00:09,0,0,, ,,55.93,3.76,50.32,0,-0.04,0,-0.22,0.81,9.93,-25.45,32.4,-125.49
00/00/2000,0:00:00,0:00:09,0,0,, ,,55.98,3.76,50.33,0,-0.05,0,-0.2,0.81,9.95,-25.48,31.96,-125.56
00/00/2000,0:00:00,0:00:10,0,0,, ,,54.86,3.39,46.41,-0.19,-0.11,0,-0.15,0.36,10.38,-25.5,32.64,-125.43
00/00/2000,0:00:00,0:00:10,0,0,, ,,54.97,3.83,47.66,0.02,-0.03,0,-0.1,1.01,9.92,-25.64,31.77,-126.1
00/00/2000,0:00:00,0:00:10,0,0,, ,,54.87,4.15,48.26,-0.02,-0.05,0,-0.1,0.67,9.9,-25.49,32.01,-125.53
00/00/2000,0:00:00,0:00:10,0,0,, ,,54.94,4.4,48.9,0,-0.04,0,-0.25,0.86,9.94,-25.81,32.74,-125.68
00/00/2000,0:00:00,0:00:10,0,0,, ,,55,4.58,49.37,0,-0.04,0,-0.24,0.77,9.92,-25.24,32.45,-125.84
00/00/2000,0:00:00,0:00:10,0,0,, ,,55.04,4.54,49.65,0,-0.05,0,-0.21,0.79,9.93,-25.18,32.62,-126.45
00/00/2000,0:00:00,0:00:11,0,0,, ,,55.11,4.33,49.84,0,-0.05,0,-0.17,0.77,9.96,-25.37,33.06,-126.66
00/00/2000,0:00:00,0:00:11,0,0,, ,,55.2,4.28,49.97,0,-0.05,0,-0.2,0.81,9.95,-24.86,32.8,-126.41
00/00/2000,0:00:00,0:00:11,0,0,, ,,55.31,4.27,50.07,0,-0.04,0,-0.23,0.81,9.94,-25.21,32.74,-126.85
00/00/2000,0:00:00,0:00:11,0,0,, ,,55.39,4.22,50.13,0,-0.04,0,-0.21,0.79,9.91,-24.76,32.46,-126.41
00/00/2000,0:00:00,0:00:11,0,0,, ,,55.46,4.13,50.2,0,-0.05,0,-0.19,0.82,9.98,-24.8,32.52,-127.26
00/00/2000,0:00:00,0:00:11,0,0,, ,,55.54,4.06,50.24,0,-0.05,0,-0.2,0.81,9.98,-25.5,32.3,-126.45
00/00/2000,0:00:00,0:00:12,0,0,, ,,55.67,4.09,50.31,0,-0.04,0,-0.23,0.8,9.92,-25.39,31.92,-126.38
00/00/2000,0:00:00,0:00:12,0,0,, ,,55.73,4.02,50.29,0,-0.05,0,-0.21,0.81,9.96,-25.21,32.33,-126.98
00/00/2000,0:00:00,0:00:12,0,0,, ,,55.77,3.98,50.29,0,-0.05,0,-0.21,0.81,9.95,-25.07,32.36,-126.81
00/00/2000,0:00:00,0:00:12,0,0,, ,,55.82,3.89,50.29,0,-0.05,0,-0.19,0.8,9.95,-25.75,32.08,-126.07
00/00/2000,0:00:00,0:00:12,0,0,, ,,55.86,3.86,50.27,0,-0.05,0,-0.19,0.81,9.96,-25.31,32.34,-127.01
00/00/2000,0:00:00,0:00:12,0,0,, ,,55.92,3.9,50.25,0,-0.04,0,-0.24,0.81,9.91,-25.27,32.65,-126.5
00/00/2000,0:00:00,0:00:13,0,0,, ,,56,3.92,50.24,0,-0.04,0,-0.23,0.81,9.9,-25.65,32.34,-125.24
00/00/2000,0:00:00,0:00:13,0,0,, ,,56.02,3.9,50.22,0,-0.04,0,-0.22,0.79,9.91,-25.56,32.43,-126.05
00/00/2000,0:00:00,0:00:13,0,0,, ,,56.02,3.88,50.22,0,-0.05,0,-0.21,0.81,9.92,-24.99,32.24,-125.65
00/00/2000,0:00:00,0:00:13,0,0,, ,,56.02,3.81,50.18,0,-0.05,0,-0.2,0.8,9.94,-25.72,32.45,-125.18
00/00/2000,0:00:00,0:00:13,0,0,, ,,56.07,3.73,50.4,0.02,-0.04,0,-0.16,0.88,9.94,-25.8,32.23,-126.13
00/00/2000,0:00:00,0:00:13,0,0,, ,,56.12,3.76,50.36,0.01,-0.04,0,-0.23,0.79,9.91,-25.72,32.11,-124.85
00/00/2000,0:00:00,0:00:14,0,0,, ,,56.12,3.74,50.24,0,-0.05,0,-0.21,0.79,9.95,-25.49,32.21,-124.7
00/00/2000,0:00:00,0:00:14,0,0,, ,,56.13,3.81,50.26,0,-0.05,0,-0.24,0.81,9.96,-25.15,31.66,-124.17
00/00/2000,0:00:00,0:00:14,0,0,, ,,56.12,3.73,50.22,0,-0.05,0,-0.16,0.78,9.96,-26.03,31.96,-124.92
00/00/2000,0:00:00,0:00:14,0,0,, ,,56.2,3.74,50.29,0.01,-0.04,0,-0.18,0.81,9.97,-25.77,32.51,-125.11
00/00/2000,0:00:00,0:00:14,0,0,, ,,56.31,3.8,50.6,0.03,-0.04,-0.01,-0.28,0.94,9.87,-26.09,32.24,-124.52
00/00/2000,0:00:00,0:00:14,0,0,, ,,56.31,3.63,50.49,0.01,-0.05,0,-0.2,0.84,9.95,-26.47,32.53,-125.04
00/00/2000,0:00:00,0:00:15,0,0,, ,,56.39,3.49,50.39,0,-0.04,0,-0.17,0.85,9.95,-26.06,32.17,-124.95
00/00/2000,0:00:00,0:00:15,0,0,, ,,56.37,3.41,50.28,0,-0.05,0,-0.15,0.8,9.97,-26.02,32.68,-124.83
00/00/2000,0:00:00,0:00:15,0,0,, ,,56.45,3.89,50.18,0,-0.03,0,-0.42,0.77,9.88,-25.67,32.3,-124.79
00/00/2000,0:00:00,0:00:15,0,0,, ,,56.44,3.92,50.13,0,-0.04,0,-0.25,0.79,9.92,-26.47,32.05,-124.79
00/00/2000,0:00:00,0:00:15,0,0,, ,,56.39,3.8,50.15,0.01,-0.04,0,-0.18,0.81,9.92,-26.1,32.29,-124.51
00/00/2000,0:00:00,0:00:15,0,0,, ,,56.34,3.77,50.15,0,-0.05,0,-0.2,0.8,9.98,-26.02,31.75,-124.23
00/00/2000,0:00:00,0:00:16,0,0,, ,,56.29,3.75,50.18,0,-0.05,0,-0.2,0.81,9.96,-25.74,31.64,-123.98
00/00/2000,0:00:00,0:00:16,0,0,, ,,56.28,3.8,50.22,0,-0.04,0,-0.23,0.79,9.9,-26.32,31.7,-124.98
00/00/2000,0:00:00,0:00:16,0,0,, ,,56.24,3.73,50.15,0,-0.05,0,-0.19,0.79,9.93,-26.15,32.24,-124.63
00/00/2000,0:00:00,0:00:16,0,0,, ,,56.24,3.7,50.14,0,-0.04,0,-0.2,0.82,9.98,-26.16,32.49,-124.35
00/00/2000,0:00:00,0:00:16,0,0,, ,,56.23,3.64,50.13,0,-0.05,0,-0.18,0.81,9.99,-25.81,32.34,-123.94
00/00/2000,0:00:00,0:00:16,0,0,, ,,56.24,3.64,50.15,0,-0.05,0,-0.2,0.81,10.01,-26.25,32.24,-124.39
00/00/2000,0:00:00,0:00:17,0,0,, ,,56.27,3.79,50.22,0.01,-0.04,0,-0.23,0.81,9.94,-26,32.15,-123.87
00/00/2000,0:00:00,0:00:17,0,0,, ,,56.3,3.9,50.2,0,-0.04,0,-0.29,0.83,10,-25.34,32.07,-123.46
00/00/2000,0:00:00,0:00:17,0,0,, ,,56.27,3.84,50.17,0,-0.04,0,-0.21,0.81,9.95,-26.12,31.88,-124.25
00/00/2000,0:00:00,0:00:17,0,0,, ,,56.26,3.74,50.19,0,-0.05,0,-0.18,0.82,9.98,-25.88,31.94,-124.06
00/00/2000,0:00:00,0:00:17,0,0,, ,,56.26,3.77,50.17,0,-0.04,0,-0.23,0.79,9.94,-26.21,32.33,-124.45
00/00/2000,0:00:00,0:00:17,0,0,, ,,56.26,3.76,50.13,0,-0.04,0,-0.22,0.79,9.92,-26.12,32.32,-123.63
00/00/2000,0:00:00,0:00:18,0,0,, ,,56.25,3.81,50.17,0,-0.04,0,-0.23,0.79,9.93,-26.59,32.1,-123.98
00/00/2000,0:00:00,0:00:18,0,0,, ,,56.26,3.82,50.15,0,-0.04,0,-0.23,0.81,9.92,-25.5,32.08,-123.15
00/00/2000,0:00:00,0:00:18,0,0,, ,,56.24,3.74,50.14,0,-0.05,0,-0.2,0.8,9.98,-26.37,32.21,-123.97
00/00/2000,0:00:00,0:00:18,0,0,, ,,56.25,3.72,50.14,0,-0.04,0,-0.2,0.81,9.96,-26.03,32.01,-122.77
00/00/2000,0:00:00,0:00:18,0,0,, ,,56.26,3.71,50.12,0,-0.04,0,-0.21,0.8,9.94,-26.02,32.2,-123.06
00/00/2000,0:00:00,0:00:18,0,0,, ,,56.26,3.69,50.17,0,-0.04,0,-0.19,0.82,9.97,-26.34,31.86,-123.49
00/00/2000,0:00:00,0:00:19,0,0,, ,,56.28,3.7,50.24,0,-0.04,0,-0.2,0.82,9.97,-25.5,31.89,-124.26
00/00/2000,0:00:00,0:00:19,0,0,, ,,56.27,3.65,50.23,0,-0.05,0,-0.19,0.82,9.99,-25.72,32.11,-124.28
00/00/2000,0:00:00,0:00:19,0,0,, ,,56.27,3.63,50.23,0,-0.05,0,-0.19,0.81,9.99,-25.88,31.79,-123.55
00/00/2000,0:00:00,0:00:19,0,0,, ,,56.28,3.69,50.23,0,-0.04,0,-0.22,0.8,9.92,-25.97,31.92,-123.91
00/00/2000,0:00:00,0:00:19,0,0,, ,,56.3,3.71,50.25,0,-0.04,0,-0.22,0.81,9.93,-26.1,31.72,-124.14
00/00/2000,0:00:00,0:00:19,0,0,, ,,56.32,3.7,50.24,0,-0.04,0,-0.21,0.81,9.95,-26.56,32.18,-124.93
00/00/2000,0:00:00,0:00:20,0,0,, ,,56.3,3.68,50.2,0,-0.04,0,-0.2,0.81,9.97,-25.72,32.18,-124.9
00/00/2000,0:00:00,0:00:20,0,0,, ,,56.3,3.69,50.15,0,-0.04,0,-0.21,0.79,9.95,-26.02,32.36,-124.04
00/00/2000,0:00:00,0:00:20,0,0,, ,,56.27,3.71,50.14,0,-0.05,0,-0.21,0.79,9.93,-25.99,32.17,-124.07
00/00/2000,0:00:00,0:00:20,0,0,, ,,56.27,3.77,50.13,0,-0.04,0,-0.23,0.79,9.91,-25.91,32.1,-124.35
00/00/2000,0:00:00,0:00:20,0,0,, ,,56.28,3.71,50.08,0,-0.04,0,-0.2,0.84,10,-26.09,32.2,-124.01
00/00/2000,0:00:00,0:00:20,0,0,, ,,56.28,3.75,50.09,0,-0.04,0,-0.21,0.8,9.97,-25.9,32.18,-124.48
00/00/2000,0:00:00,0:00:21,0,0,, ,,56.19,3.65,50.16,0.01,-0.05,0,-0.18,0.79,9.91,-25.93,32.27,-124.69
00/00/2000,0:00:00,0:00:21,0,0,, ,,56.19,3.67,50.11,0,-0.04,0,-0.22,0.8,9.96,-25.74,33.05,-124.55
00/00/2000,0:00:00,0:00:21,0,0,, ,,56.21,3.72,50.12,0,-0.04,0,-0.22,0.79,9.93,-26.05,32.3,-124.04
00/00/2000,0:00:00,0:00:21,0,0,, ,,56.2,3.69,50.15,0,-0.05,0,-0.19,0.82,9.98,-25.83,32.29,-124.12
00/00/2000,0:00:00,0:00:21,0,0,, ,,56.21,3.67,50.22,0,-0.05,0,-0.18,0.82,9.99,-26,31.76,-124.82
00/00/2000,0:00:00,0:00:21,0,0,, ,,56.21,3.76,50.22,0,-0.04,0,-0.24,0.79,9.93,-25.65,32.04,-124.28
00/00/2000,0:00:00,0:00:22,0,0,, ,,56.22,3.85,50.2,0,-0.04,0,-0.24,0.79,9.92,-26.03,31.83,-124.13
00/00/2000,0:00:00,0:00:22,0,0,, ,,56.22,3.8,50.14,0,-0.04,0,-0.21,0.8,9.93,-25.9,32.4,-123.79
00/00/2000,0:00:00,0:00:22,0,0,, ,,56.21,3.81,50.17,0,-0.04,0,-0.22,0.8,9.94,-25.86,31.98,-124.29
00/00/2000,0:00:00,0:00:22,0,0,, ,,56.2,3.83,50.19,0,-0.04,0,-0.22,0.8,9.97,-25.64,31.73,-124.79
00/00/2000,0:00:00,0:00:22,0,0,, ,,56.2,3.83,50.16,0,-0.04,0,-0.22,0.79,9.94,-25.77,32.01,-124
00/00/2000,0:00:00,0:00:22,0,0,, ,,56.18,3.84,50.14,0,-0.04,0,-0.23,0.79,9.94,-25.9,32.1,-124.07
00/00/2000,0:00:00,0:00:23,0,0,, ,,56.15,3.64,50.16,0,-0.05,0,-0.17,0.82,9.98,-26.21,32.08,-123.28
00/00/2000,0:00:00,0:00:23,0,0,, ,,56.18,3.72,50.16,0,-0.04,0,-0.23,0.79,9.91,-26.06,32.29,-124.23
00/00/2000,0:00:00,0:00:23,0,0,, ,,56.18,3.69,50.19,0,-0.05,0,-0.19,0.82,9.98,-25.71,32.17,-124.73
00/00/2000,0:00:00,0:00:23,0,0,, ,,56.17,3.71,50.17,0,-0.05,0,-0.21,0.8,9.97,-25.46,32.11,-123.69
00/00/2000,0:00:00,0:00:23,0,0,, ,,56.17,3.76,50.18,0,-0.05,0,-0.23,0.79,9.95,-25.9,31.89,-123.53
00/00/2000,0:00:00,0:00:23,0,0,, ,,56.16,3.7,50.15,0,-0.05,0,-0.2,0.82,9.96,-25.62,32.58,-123.78
00/00/2000,0:00:00,0:00:24,0,0,, ,,56.17,3.69,50.27,0,-0.05,0,-0.18,0.82,9.98,-25.83,31.48,-124.35
00/00/2000,0:00:00,0:00:24,0,0,, ,,56.19,3.67,50.28,0,-0.05,0,-0.19,0.81,9.98,-25.94,31.94,-124.8
00/00/2000,0:00:00,0:00:24,0,0,, ,,56.16,3.63,50.73,0.04,-0.05,0,-0.22,0.89,10.08,-25.91,31.56,-124.44
00/00/2000,0:00:00,0:00:24,0,0,, ,,56.26,3.62,50.45,-0.02,-0.05,0,-0.28,0.94,9.93,-25.58,31.16,-124.26
00/00/2000,0:00:00,0:00:24,0,0,, ,,56.16,3.57,49.79,-0.06,-0.06,0,-0.23,0.78,9.89,-25.75,31.73,-124.28
00/00/2000,0:00:00,0:00:24,0,0,, ,,56.22,3.57,49.76,-0.04,-0.05,0,-0.25,1.11,9.9,-25.55,31.18,-124.19
00/00/2000,0:00:00,0:00:25,0,0,, ,,56.44,3.98,48.55,-0.11,-0.02,-0.02,-0.18,0.97,9.89,-25.21,31.12,-123.98
00/00/2000,0:00:00,0:00:25,0,0,, ,,56.36,4.15,49.41,0.03,-0.04,0,-0.24,0.96,9.94,-25.39,31.19,-124.32
00/00/2000,0:00:00,0:00:25,0,0,, ,,56.29,4.09,50.72,0.1,-0.06,-0.01,-0.3,1.15,9.89,-25.4,30.85,-124.39
00/00/2000,0:00:00,0:00:25,0,0,, ,,56.43,3.81,50.83,0,-0.04,0,-0.23,1.16,9.92,-25.5,30.47,-124.5
00/00/2000,0:00:00,0:00:25,0,0,, ,,56.52,3.48,51.41,0.04,-0.05,0,-0.19,1.25,9.93,-25.58,29.51,-124.99
00/00/2000,0:00:00,0:00:25,0,0,, ,,56.68,3.15,51.66,0.02,-0.05,0,-0.19,1.28,9.94,-25.86,29.63,-124.85
00/00/2000,0:00:00,0:00:26,0,0,, ,,56.97,2.72,51.8,0.01,-0.05,0,-0.19,1.3,9.95,-26.47,29.38,-123.94
00/00/2000,0:00:00,0:00:26,0,0,, ,,57.08,2.35,52.25,0.04,-0.06,0,-0.16,1.39,9.89,-26.19,29.14,-124.09
00/00/2000,0:00:00,0:00:26,0,0,, ,,57.63,2.26,52,-0.02,-0.01,0,-0.11,1.48,9.98,-25.96,29.17,-124
00/00/2000,0:00:00,0:00:26,0,0,, ,,57.78,2.21,51.87,0,-0.05,0,-0.21,1.28,9.95,-25.34,29.06,-124.45
00/00/2000,0:00:00,0:00:26,0,0,, ,,57.95,2,51.98,0.01,-0.05,0,-0.12,1.43,9.92,-26.13,28.82,-124.48
00/00/2000,0:00:00,0:00:26,0,0,, ,,58.09,1.79,52.24,0.03,-0.05,0,-0.14,1.45,9.89,-26.37,28.95,-123.63
00/00/2000,0:00:00,0:00:27,0,0,, ,,58.55,1.84,51.6,-0.03,-0.03,-0.01,-0.17,1.4,9.89,-26.06,28.94,-124.32
00/00/2000,0:00:00,0:00:27,0,0,, ,,58.71,1.84,51.42,-0.02,-0.04,0,-0.16,1.37,9.89,-25.97,29.19,-125.37
00/00/2000,0:00:00,0:00:27,0,0,, ,,58.72,1.68,51.68,0.01,-0.05,0,-0.11,1.46,9.89,-26.35,29.07,-125.46
00/00/2000,0:00:00,0:00:27,0,0,, ,,58.88,1.62,51.53,-0.03,-0.04,0,-0.1,1.5,9.86,-26.1,28.68,-124.5
00/00/2000,0:00:00,0:00:27,0,0,, ,,59,1.54,51.56,-0.01,-0.04,0,-0.09,1.44,9.91,-26.48,28.92,-124.13
00/00/2000,0:00:00,0:00:27,0,0,, ,,59.06,1.48,51.83,0.02,-0.05,0,-0.12,1.43,9.88,-26.5,28.82,-124.69
00/00/2000,0:00:00,0:00:28,0,0,, ,,59.36,1.23,51.92,0,-0.04,0.01,-0.11,1.48,9.88,-26.28,28.5,-124.63
00/00/2000,0:00:00,0:00:28,0,0,, ,,59.4,1.11,51.96,0,-0.05,0,-0.08,1.48,9.87,-26.24,29.06,-123.62
00/00/2000,0:00:00,0:00:28,0,0,, ,,59.48,1.06,52,0,-0.05,0,-0.08,1.46,9.87,-26.43,28.4,-123.87
00/00/2000,0:00:00,0:00:28,0,0,, ,,59.55,1,52.06,0.01,-0.05,0,-0.09,1.48,9.92,-26.75,28.59,-123.53
00/00/2000,0:00:00,0:00:28,0,0,, ,,59.62,0.92,52.16,0.01,-0.05,0,-0.09,1.53,9.87,-26.19,28.65,-124.03
00/00/2000,0:00:00,0:00:28,0,0,, ,,59.71,0.83,52.05,-0.01,-0.05,0,-0.08,1.51,9.86,-26.48,28.78,-124.13
00/00/2000,0:00:00,0:00:29,0,0,, ,,59.71,0.71,52.72,0.04,-0.05,-0.01,-0.07,1.57,9.83,-26.38,28.69,-124.23
00/00/2000,0:00:00,0:00:29,0,0,, ,,59.89,0.68,52.43,-0.01,-0.04,0,-0.07,1.51,9.87,-26.31,28.33,-124.19
00/00/2000,0:00:00,0:00:29,0,0,, ,,59.97,0.59,52.58,0.03,-0.05,0,-0.07,1.54,9.88,-26.19,28.75,-124.28
00/00/2000,0:00:00,0:00:29,0,0,, ,,60.09,0.54,52.37,-0.01,-0.04,0,-0.07,1.55,9.87,-26.22,28.76,-123.81
00/00/2000,0:00:00,0:00:29,0,0,, ,,60.14,0.54,52.32,0,-0.05,0,-0.09,1.51,9.89,-26.34,28.62,-124.35
00/00/2000,0:00:00,0:00:29,0,0,, ,,60.2,0.48,52.26,0,-0.05,0,-0.05,1.52,9.86,-26.02,28.5,-124.06
00/00/2000,0:00:00,0:00:30,0,0,, ,,60.3,0.48,52.22,0,-0.04,0,-0.05,1.49,9.88,-26.16,28.19,-123.78
00/00/2000,0:00:00,0:00:30,0,0,, ,,60.29,0.44,52.06,-0.01,-0.05,0,-0.06,1.51,9.89,-26.16,28.84,-124.07
00/00/2000,0:00:00,0:00:30,0,0,, ,,60.32,0.48,52.1,0.01,-0.04,0,-0.07,1.5,9.88,-26.12,28.76,-124.22
00/00/2000,0:00:00,0:00:30,0,0,, ,,60.35,0.47,52.15,0.01,-0.05,0,-0.06,1.51,9.86,-25.99,28.6,-123.95
00/00/2000,0:00:00,0:00:30,0,0,, ,,60.38,0.52,52.18,0.01,-0.04,0,-0.08,1.48,9.88,-26.15,28.94,-124.19
00/00/2000,0:00:00,0:00:30,0,0,, ,,60.39,0.52,52.06,0,-0.04,-0.01,-0.06,1.49,9.87,-26.29,28.98,-124.12
00/00/2000,0:00:00,0:00:31,0,0,, ,,60.44,0.56,52.08,0,-0.04,0,-0.07,1.51,9.87,-25.88,28.87,-124.38
00/00/2000,0:00:00,0:00:31,0,0,, ,,60.44,0.55,51.99,0,-0.04,0,-0.05,1.47,9.89,-27.11,29.11,-125.01
